db,release,cve,published_at,resolved_at,first_patched_version,projects,resolution_days,has_publication_date,has_resolution_date,has_first_patched_release,resolution_bucket
PostgreSQL,42.2.19.jre7,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.19.jre7,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.2,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.2.2,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.2,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.2,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.2,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.2,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.2.jre6,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.2.20,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,5,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.20,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,5,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.20,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,5,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.21,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.21,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.21,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.22,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.22,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.22,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.23,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.23,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,4,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.23,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.24,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,3,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.24,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,3,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.24,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,3,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.25,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.25,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,4,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.25,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.5,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,3,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.5,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,3,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.5,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,3,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.5,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,3,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.5,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,3,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre6,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre6,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre6,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre6,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre6,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre7,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre7,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre7,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre7,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.5.jre7,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.2.8,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,2,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.8,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.8,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,2,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.8,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.2.8.jre6,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.2.8.jre6,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.2.8.jre6,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.2.8.jre6,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.3.0,CVE-2022-21724,2022-02-02 00:04:20+00:00,2022-02-01 14:51:15+00:00,42.3.2,2,-0.38408564814814816,True,True,True,Before disclosure
PostgreSQL,42.3.0,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.3.0,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,2,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.0,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,2,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.0,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,2,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.0,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.3.1,CVE-2022-21724,2022-02-02 00:04:20+00:00,2022-02-01 14:51:15+00:00,42.3.2,4,-0.38408564814814816,True,True,True,Before disclosure
PostgreSQL,42.3.1,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.3.1,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,4,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.1,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,4,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.1,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,4,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.1,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,4,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.3.2,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,7,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.3.2,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,7,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.2,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,7,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.2,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,7,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.2,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,7,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.3.3,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,11,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.3,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,11,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.3,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,11,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.4,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,1,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.4,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,1,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.4,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.5,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,1,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.5,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,1,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.5,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.3.6,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.3.7,1,8.755810185185185,True,True,True,2–30 days
PostgreSQL,42.3.6,CVE-2022-41946,2022-11-23 22:17:25+00:00,2022-11-23 00:00:00+00:00,42.3.8,1,-0.9287615740740741,True,True,True,Before disclosure
PostgreSQL,42.3.6,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.4.0,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,3,-6.84,True,True,True,Before disclosure
PostgreSQL,42.4.1,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,8,-6.84,True,True,True,Before disclosure
PostgreSQL,42.4.3,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,6,-6.84,True,True,True,Before disclosure
PostgreSQL,42.4.4,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,2,-6.84,True,True,True,Before disclosure
PostgreSQL,42.5.0,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,8,-6.84,True,True,True,Before disclosure
PostgreSQL,42.5.1,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,5,-6.84,True,True,True,Before disclosure
PostgreSQL,42.5.3,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,4,-6.84,True,True,True,Before disclosure
PostgreSQL,42.5.4,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,3,-6.84,True,True,True,Before disclosure
PostgreSQL,42.6.0,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,12,-6.84,True,True,True,Before disclosure
PostgreSQL,42.6.1,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,1,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.0,CVE-2024-1597,2024-02-21 23:33:43+00:00,2024-02-21 00:00:00+00:00,42.7.2,3,-0.9817476851851852,True,True,True,Before disclosure
PostgreSQL,42.7.0,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,3,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.1,CVE-2024-1597,2024-02-21 23:33:43+00:00,2024-02-21 00:00:00+00:00,42.7.2,5,-0.9817476851851852,True,True,True,Before disclosure
PostgreSQL,42.7.1,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,5,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.2,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,10,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.3,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,8,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.4,CVE-2025-49146,2025-06-11 14:44:04+00:00,2025-06-11 09:55:12+00:00,42.7.7,9,-0.20060185185185186,True,True,True,Before disclosure
PostgreSQL,42.7.4,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,9,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.5,CVE-2025-49146,2025-06-11 14:44:04+00:00,2025-06-11 09:55:12+00:00,42.7.7,8,-0.20060185185185186,True,True,True,Before disclosure
PostgreSQL,42.7.5,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,8,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.6,CVE-2025-49146,2025-06-11 14:44:04+00:00,2025-06-11 09:55:12+00:00,42.7.7,2,-0.20060185185185186,True,True,True,Before disclosure
PostgreSQL,42.7.6,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,2,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.7,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,10,-6.84,True,True,True,Before disclosure
PostgreSQL,42.7.8,CVE-2026-42198,2026-05-05 20:09:36+00:00,2026-04-29 00:00:00+00:00,42.7.11,7,-6.84,True,True,True,Before disclosure
PostgreSQL,8.4-701.jdbc4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,3,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.0-801.jdbc4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.1-901-1.jdbc4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,2,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc4,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc4,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc41,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,3,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc41,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,3,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.3-1102-jdbc41,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,3,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1200-jdbc41,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1200-jdbc41,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1200-jdbc41,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1200-jdbc41,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc4,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc4,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc4,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc41,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,3,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc41,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,3,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc41,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,3,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1201-jdbc41,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,3,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1202-jdbc41,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1202-jdbc41,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1202-jdbc41,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1202-jdbc41,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1205-jdbc42,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1205-jdbc42,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1205-jdbc42,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1205-jdbc42,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1206-jdbc41,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4-1206-jdbc41,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4-1206-jdbc41,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4-1206-jdbc41,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4-1212,CVE-2022-31197,2022-08-06 05:51:38+00:00,2022-08-15 00:00:00+00:00,42.2.26,1,8.755810185185185,True,True,True,2–30 days
PostgreSQL,9.4-1212,CVE-2024-1597,2024-02-21 23:33:43+00:00,2024-02-21 00:00:00+00:00,42.2.28,1,-0.9817476851851852,True,True,True,Before disclosure
PostgreSQL,9.4.1207,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4.1207,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4.1207,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4.1207,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,9.4.1208,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,9.4.1208,CVE-2020-13692,2020-06-04 16:15:12.657000+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-0.12432473379629631,True,True,True,Before disclosure
PostgreSQL,9.4.1208,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,9.4.1208,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
